midrash.Midrash_Tanchuma.	midrash.Midrash_Tanchuma_Buber.	midrash.Pesikta_Rabbati.	midrash.Pesikta_D'Rav_Kahanna.	midrash.Yalkut_Shimoni_on_Torah.	midrash.Yalkut_Shimoni_on_Nach.	bavli.	yerushalmi.	text
22	20	0	0	2	4	3	4	בנות תחלה השלים לבסוף אמותיה ההחילו בזות ותאמר הבכירה ﭏ הצעירה ות' הן שכבתי אמ למדה אחותה ולפיכך חסר הכת' את הצעירה לא פרשה ﭏא פ ווכב עמו ובגדולה כתי ותשכב את אביה ארתה תחה בזנות תחלה השלימו בנותיה אחריה לזנכון א בנכות מואב ותקאן לעם לזבחי ﭏהיהי שהל עכ בלעם שנ' הן הנה היו לבני ישר' וג' עשו יה לעי והושבו להם זונות ובידיהן בל כלי חמד הירה זק מסרסרת לילדה שהיתה בפנים מ החנו בשעה שישר ברין לייל בשוק זקינה אומרת ליהה אצל הילה ב'א'ד' ביות וילדה אר את י ואילך אומרת לו הילדה אתה כבן בית ש
18	21	0	0	4	7	2	5	נור לעבממ וצרצור יין עמוני מונח אצלה ועדיין נרין סך של גוים וילדה יואת מקושטת נאת מתת אותו ואומרת לו למה אנו אוהבים אתכתר ווני אותעו טול לך כלי' זה חנם הלא כולנו ב אהר בי פרח אבי אברהם אין אתם רורצים לאניל בירנ ומין בישולינו הדי לך עגלים ותוגילים שהש ב ואכלו מיד משקתו היין ובוער בו השט יה ה מ הויש מרי בלעם נוה אותם שלא להשק א שלא ידנו כשתויי יין ﭏא כעמהידן כיושהה ה רת לואי שממערז שתשחטנו משטהאחריהשיחטו לפעו ואוכל עמהרד זה לזה לכך כי ותקרא לעם לזבחי היכאדישר' לבעפעוי תנמלידים הﭏ ר' זוהיתה קזשה
12	6	1	0	1	3	6	8	מ ה ל ﭏו כתנו מוי הזהב וכאין וימד יידים בעג שוין ב' ך ויאמרי ﭏ משה קח ﭏאת ל רשי העם וג' ר' יודן אומר א יי עם תלבה ל שלא מיחו בידם בני רוד המשוי ימין כשמש חמיה אמר לא תלה ﭏא א הבב לה י סנהדראות ויהיו דנין כל מי שהלך לפעוק ומר לו ומי מודיע אמ' לו ה'ה' אני מפרן י שטעה הענ נקהפל מעליו והשכיש זורחת ן הקהל ויהיי הבליודען מי וםעה ויתלו אתו יע לך שהו כן שנ' ויאמר משה ל שוכפטי ש' הרגו וג' והנה איש מבני ישרﭏ בא ויקר וג מה י
29	36	0	1	1	0	5	5	דאה לעשו כ ללמדך שלא הלק נבו לשמים א לבריור ואמר ד יה ר לן שמו גושה בעבית זדון אמרה לו איני נשמעת ﭏא למשה או ל ויער שאני בת מלך אמר לה תדול כמותן לעניוה שו מביאך תפשה בבלוריתה הביאוה אל שר אמר לו בן עמרםזו מותרת או אסורה ואם תאמר שה אסורה זו מדינית ואותה שתחתיך מדיתי רן התירה לך נתעלמה ממנו הלכה לעו כילם בבכיה והינו דכת' והמה בובים פתח אהל מועד ל ו ב'וכי שנתרפו ידיהם באותה שעה משל לי מל שנתקשטה ליכנם לחופה לישב באפר יו ה מקולקלת לאדם אחד תרפו ידי אביה וקר ישר'
23	22	0	1	5	3	8	2	בסוף שראו כמה צרות במדכו וכמה כמה מסעות לסוף מ' שנה חנו על הירד לארץ ישר' שנ' ויחנו על הירדן מבית הישיי אבל השטים שם ערבו בזנות ורפו ידי משהוי והמה בוכים בתו אהל מועד ורפויהוללת ששים רבוא ויקרח את העגל שר עשו טא כנחם כדי ש בוא ויטול את הראוי לפי ש לפיכך ולא ידסאיש את קבורתו ללמדך שצריך אדם להיות עז כנמר וקל כנשר ודץ כבי וגבור כארי לעשות רצון קונכו מיכאן אתה למד שמדקדקין על הכדיקי' עד כחוט השערה וירא כנחס בן ﭏער בן אהרן הכהן והאחרים לא ראו והלא לעיני משה ולעיני כל עדתישר' וג' היה
18	36	0	1	5	4	8	18	הדבר ﭏאו ראה מעשה ונזכר הלכה שהבועל ארמית אן פוגעין בו ויקם מתוך העדה מה יכן עמד לאו שה יו נושאין ונותין בדבר אם הוא חייבמתה אם לאו עמד מתוך העדה ונתרב ויקח רומח ו שלך שנו של ברזל בידו והניחו בחיקו והתחיל מתסמך על העץ כמקל שכתירא מפני שבטו שהקפו אותו כיון שהיו א'לן אמא ה מה באתה אמר להם אף אני' לעשות צרכי הניחוהו ונבנם שﭏמלא כן לא היו מניחין אותו ויבוא אחר איש ישר' ﭏ הקבה וידקר את שניהם דקר שניהם ה על זה לתוך טומאת שניהם שלא יהו ישרﭏ אומר לא היתה שם טומאה וראה כמה
20	19	0	0	4	2	7	10	נסים נעשו שטץ תן כח בזרוכו אוובכלן וכח במקל לעמוד בהן פפ הפרח עבד שיצאו שניהם תלויין לעיני הכל כיון שה צאו עמדו בני שבטו ל פגוע ביו ידד המלא ונגף לפניו כשראהו פוחס שמבקש לכלותן חבין בקרקע ועמד והתפלל וס ילקו הה' דכת ויעמו פינרס ויכלל שהוא עושה את הדין אין ויפלל ﭏא ין שנ' ונתן כפלילים הרי ששה נסים והיה דרק לפרוש זה מזה והדביקן המלאך וכיון הרומח כעג קבתה כדי שתהא זכרותו מ נראית מתוך נקו מפני הנקרנין שלא יאמרו אף הוא נכנס לעשות צרכיו וסתם המלאך את פיהם מל צווח ולא נשמטו ן ההיין ונגבה המשקו
36	4	0	2	4	0	8	5	וירצאיו שניהם על כתפו את הנג ביציאתו מובל בעם וותה שעה השלי ועשה כלילי עם קונו ייו המתום במגפה כ להודיכך שבכל עי ו לים נמנין משל לזאב שנפל על הנאי אמר על היי לריעה יחש מה סרו להודיעך מה הונות מרחקת שזה יחידי היה ועל ידו נפליו בד' ﭏף מישרﭏ שזה אמ' ה''ה' על ידי סורחן הייתם נמנים אבל לעתי לכוא והה מש בני ישרﭏ כחול הים אשר לא ימד ולא יספר אוי והס ילמדנו רבינו הרואה בני אדם המשונין כיצ הוא מברך כך שנו רבותינו הרואה את הכושי ואת היוור ואת ה ﭏקוון ואת הריפה ואת הבהקן וא
37	38	0	0	3	1	7	11	הננט ואת הדרקנוס אומר ברוך משנה הבריות והרואה את הקטע ואת הסומא ואת מוכי שחי אומר ברוך דיי האמת אימתי בזמן שהיו שלימ' ושנו אבלל אם היו כן ממעי אמן אומר ברו משנה בריות והרואה בריות טובות ואילנות טובות אומ' ברוך שככה לו ביעולמו הרואה את אכלוסין ש בני אם אומ בווך הרים כשם שאין כרצופותיקן שוין זה לה כך ין עתן שוין זה לזה ﭏא כל אח יש לו דעה בפני עצממו וכן הוא אומר לעשות לרוח מישקל וג' לעשות לרו משר שכל בריה ובריה ש ו דעה בני תדע לך כן משה מבקש הב'ה מיה אמ' לפניו רבונו
45	47	0	0	8	5	4	5	של עונם גלוי וידוע כדעשל אחד ואחד מה ואין דנתן דצ של בניך דומה זה לזה ובשעה שאני מסתלי בבקשה ממך אם בקשת למנות עליהם מנהיג מנה עליהם אדם שהוא סובל כל אחד ואחד לפי דעתו מנין מה שקרמו בענין יכקוד יוי ﭏהי הרוחות זשה' האותיות שﭏוני על בני ועל פועל ידי תצוני של לה'ד' למלך שנשא אשה והיה לה שושבין כל זמן שהמלך כועס על אשתו השושבין מפייסם ומרצה למלך על אשתו בא השושבין למות ההחיל מבקש מן המלך אמר ו בבקשה ממך תן דעתך על אשתך אמר' לו מה אתה מצוני על אשתי צוה את אשתי שתהא זהירה
46	13	0	1	9	9	29	1	בכבודי כביכול אמר לו ה'בה' למשה עד שאתה מצוני עליהם ואתה אומר יפקוד יוי ﭏהי הרוחות לכל בשר וג' וה אותם עלי שיהו זהירין בכבודי כתי' למן צו את בני ישרﭏ וג' אתקרבני לחמי כך ענין תחלת הד שהראה הב'ה' ליחס פינחס אחר מעשה זמרי אמו חכמים ששה שמות היו לו לזמרי וﭏו ה זמרי בן לו ושאול בן הכנענית ושלומיﭏ בן צורי שדי זמרי על שנשה על אותה מדינית כביצה מוזרת בן סלוא בן שהסליא עון משפחתו שאול על שהשאיל עממו עבירה לעבירה בן הכנענית שעשה מעשה כנען ומה שמו שלומיﭏ בן צורי שדי שמו את מוצא בשעה שדקר
27	23	1	2	3	3	11	7	פינחס זמרי עם כזבי עמדו השבטים עליו אמרו ראיתם בן פוטיﭏ בן שפיטם אבי אמו עגלים לע'ה הרג נשיא שבט מישרﭏ לפיכך בא הכת' ליחסו פנחס ן ﭏעזר בן אהקן לכך אמר הכת' הנני נותן לו אתרית שלום שעדיין הוא קיים וכן הוא אומר בריתי היתה אתו וג' לכן אמור לכן לשון שבועה לכן שבעתי לבית עלי בזכות ויקח רומח בידו נתנה לו הזרוע ובזכות שהתפלל על ישרﭏ ניתנה לו לחיים ובזכות שדקר ﭏ קבתה ניתנה לו הקיבה והיתה לו ולזרעו אחריו ולמה נאמר ויכפ על בני ישרﭏ וכי קרבן הקרי י בו כפרה ﭏא ללמדך שכל השופך דמן של
26	23	0	1	17	3	3	4	רשעים כﭏו הקריב קרבן ושם איש ישרﭏ המכה כשם שהקדוש ב'ה' מתעסק בשבחן של צדיקי' לפשרסמן בעולם כך מפרסם את הרשעים פרם ם פנחס לשבח וזבמרי לגנאי עליהם הכת' אומר זכר צדיק לברכה ושם וג' זמרי בן סלוא נשיא וג' שכל הפוגם את ו פוגם את משפחתו עמו זמרי בן סלוא הכת' מיה עליו ופורץ גדר ישכנו נחש גדר אביו וקנא על הזנות תסלה ויקחו שני בני יעב שמעון ולוי וזה פרץ גרה שגדר אביו ושכם האשה המכה המדינית כזבי וג' להודיעך עד היכן נתנו המדינים ענמן שבת מלך הפקירו בקלו ואת מלכי מדין הרגו וג' צור גדו שבבולן מלך
14	23	1	2	8	9	6	4	הוא הפקיר בתו לנות ולפי שבזה פרסם את בתו גרעו וכתבו שלישי ב הוא מלך שבכון ראש אומות בית אב במדין הוא וידבר יוי ﭏ משה וג צרור את המדינים למה כי צוררים הם מיכן אמרו הבא להרגך השכ להרגו ר' שמעון חור מנין ה אונר שכל המחטיא את האדם יותר מן ההורגו שההורגו הורגו בעולם הזה והמחטירוו מונעו חיי העולם הזה והעולם הבא שתי אומות קדמו את ישרﭏ בחרב ושתים בעבירה המצרייכ ו אד ומייכ קדמו בחרב מצרים דבכת' אמר אוי אר דוך י אחלקשלל וג' אריק חרבי אדומיים דכ' ויאמר אדום לא תעבור בי פן ברב אצא וג'
19	9	0	1	2	9	10	8	שתים בעבירו מואביים ועמונים י על ﭏה שקדו בחרב כתי' לא תתעם תתעב א דומי וג' לא תתעב מצרי וג' אבל ﭏו שקרמו בבירה להחטיא את ישרﭏ כתי' בהו לא יבוא עמוני ומואבי גם דור עשירי וג' ובעולם הדה לא יצאו דיהם צרור את המדיינים מהו צרור אעפ שכתבתי כי תקרב ﭏ עיר להלחם עליה וג' ﭏו ליישו להם כן ﭏא לא ת דרוש שלומם וטבתם את מו צא במי שב עמהם בבית במדת רחמים לסוף בא לידי בזיון ומלחמות וצרות ואי זה זה זה דוד ש' ויאמר דוד אעשה חס עם חונו בן נחש כי עשה אביו עמי ח
19	2	1	0	4	5	5	3	וישלח דוד לנחמו ﭏ אביו אמר לו ה'ב' אתה עבו על דברי אני כתבתי לא תדרוש שלומם וטובת וג ואתה עושה עמם גמילות חסד ﭏ תהי צדיה רבה שלא תהי אתה מותר על התורה וזה שול ללח בני עמון ולעשות עמם חסר וטובה סוך בא לידי ביון שי' ויקח חנון את עב די דוד וילח את חכי קנם ויכרות את מדויהם עד שתותיהם ויגלח ובא לידי מלחמות עם ארם נהרי ם עם מלכי צובה ועם מלכי מעכה ועם בני עמון ד' אומות וכת' וירא יואב כי היתה ﭏיו פני המלחמה ומי גנרם לו שבק לעשות טובה עם מי שאמרה תורה
14	19	0	0	6	3	8	0	לא תדרוש שלומם וטובתם לכך כת צרור את המדינים לפי שכתבי כ תצור ﭏ עיר' ימים רבים וג' לﭏו לא תעשון כן ﭏא חבלו איללותהן וכן אתמוצא בשבעה שהלך' מל ישר' ויהושפ מלך יהודה ומלך אדום להלחם במואעב שנ' וילך מלך ישרﭏ ומל י יהודה ומלך אם ויסובו דרך שבעת ימים ולא היה מים למחנה ולבהמה אשר ברגליהם התחילו בוכים ויאמר מלך ישרﭏ אהה כי קרא יוי לשלשת המלכים ﭏה לתת אותם ביד מלך מואב ויאמר יהושפט האין פה נביא וג' ונדרשה את וי מאתו ויען אחד מעבדי מלך ישרﭏ ויאמר פה ﭏישע בן שפט אשר יצק מים עלי ﭏיהו
39	44	1	0	0	3	10	11	להודיע רשעו שליורם שלא היה מודה בו ולא הודה ב'ו ﭏא יהושפט ויאמר יהושפט יש אתו דבר יוי ורדו ﭏיו מלך ישרﭏ ויהושפט ומלך אדום למה לא נאמ כאן ביהושפט מלך להודיעך ענותנותו של אותו צדי שלא רצה לירד לפני הנביא בבגדי מלכות ﭏא כחבר הדיוט ויא ממה שנגזרה גזורה שיהרג עם אחאב וההה והיה הכת' מונה לבנו מאותה שעה לפיכך לא נכתב בו מלך ובשכר שירדו לפני הנביא זכו לראות כל הנסים כשראה אותו ﭏישע אמד למלך ישר' מה לי ולך לך ﭏנביאי אביך וﭏ נביאי וג' התנן החיל מתחנן לפניו ויאמר מלך ישרﭏ כי קרא יוי שלא שﭏ
2	4	0	2	1	5	7	1	בו מימיו ויאמר ﭏיע חי יוי צבאות אשר מדתי לכניו כי לולי פני יהושפם מל ניצושא אם אבים ﭏק ואם אראך ועתה קחו לי' מנגן והיה ט המנגן ותהי עליו יד יוי כי כה אמר יוי לא תראו רוח ולא תראו גשם והנחל ההוא ימלא מים ושתיתם אתם ומק ניכם ובהמתכם הרי נתן להם מה שהיו ריכן ועוד אמר להם המואבים נועין בידכם והכיתם כל עיר מבצר וכל עיר מבחור וכל עץ שוב תפסילו וכל מעיני מים תסתומו וכל החלקה הטובה תסתומו באבנים אמרו לו הוא אומ' לא תשי את עצה ואתה אומר כן אמר להן על כל האומות וה
27	28	0	5	11	9	8	2	ו קלה ובזויה היא שנ' ונקל זאת בעיני יוי ותןתא כם לא תדרת שלומם וג' ﭏו ﭏינות טאבות לכך אמ' נאמר צרור את המדונום וג' ויהי אחי המגפה וג' שאו את ראש כל מקום שנוכלין הוזקקו למנין משל לכ לזאב שנפל לתוך האין הוצרך בעל האן למנותן עשה חסרו דא' למה מנה אותן משל לרועה שמסר לו בעל הבית צאנו במנין השלים שמירתו כשמחזרן צריך למנותן כך ישר' כשיצאו ממכרים מסרן למשה דכת' וידבר יוי ﭏ משה במדבר סיני שאו את ראש ואך כשיצאו ישר' ממצים כתי ויסעו בני ישרﭏ מרעמס כשש מאות ﭏף וג' בא להפטר בערבות מואב לﭏה
37	2	1	1	0	6	7	5	תחלק הארץ בנחלה' והלא ליצאי מכריים נתחלקה הארץ דכת' ונתתי אותה לכם מורשה ומפני מה חלקה להם לפי צפוי לפני ה'ב'ה' שסוףם משפחות לכלות מהן ומי הן ﭏו שכתיבות למעלה ובני שמעין מוﭏ וימין ואהד ויכין וצח וג' הרי ששה כשראת רא ן לנמוﭏ משפחת הנמוﭏי אין שם לא אהד ללא צחר וכן לבנימןין בלע ובכר וג' והרי י' רשאתר בא מנותן לבלע משפחת הבלעי אינם ﭏא ז' חסרו שנ וכן בבני גד ובני גד צפיון וחגי ושאתה מת מ שפחת הצפוני אין שם אצבון הרי ו נחסרו על הזית בעצת בלעם ואין זנות שאינה עושה שלה לפיכך אמר הבה'
43	5	0	0	0	3	4	5	מה חני מחלר את הא לבני אדם העתידין לכלות למי שעומדן על בוריים אמ'לו הבה לﭏה תחלהא אך בגורל ''ה' מדינים ישבית הגורל 'י שכת' צצ סימן כל שבט ושבם מיעקב זבולן לחוף ימם וג חמו גרם מאשר שמנה לחמו אין לך רשו על פי הגורלי ומעשה נסים היה בגורנ ﭏעזר הכהן באורים ותומים וקילפי הגורלות לפני יהושע ויריתי לם גורל פה ועד שלא יעלה הגורל ﭏעור הכהן אמר גורל שבם פני עלה שיטול במקום פלוני ויהסעפושט ו ועולה שנ' ה הנחלית אשר חלון ﭏעזר הכהן ויהוע ין וו היתה יתירה שהיה הגורל צווח שעתן אני גורל לוני השבט עליתי
32	41	0	2	5	0	2	1	לו במקום פלי ומנין מדבי שנ' על פי הגורל יי ותקרבנה בנות צלנוד אותו הדור היו הנשים גודרות מה שהאשים פורצין שכן ץ ו א שאמר להם פרקו נזמיהזהב אשר באזני וג' וא ולא רצו הנשים ומיחו בבעלין שנ' ויתפקו כ והשים לא נשתתפו במעשה העגל וכן במרגלים שהויא דיבה וישובו וילינו עליו כל העדה ועליהם נגזרה גזיה שאמרו לא נוכל לעלות וג' אבל הנשים לא היו עמהם בעצה שכת' למעלה מן הפרשה שנ' כי אמ לה מות ימותו במדבר ולאנותר מהם וג' איש ולא אש על מה שלא רצו ליכנס לארץ אבל הנשים קרבו לבכקש שמרלכך נבכתבה פ שהזו
41	20	0	0	7	9	7	5	סמוך למיתת מרים פרצו האנשים והנשים גדרו דא' ותקרבנה בנת צלבו בן חפר וג' גרולה להם וחגדולה לאיהם גדולה למכיר וגדולה ליוסף שכךינ ממנו ש חכמות וצדקנות ומה היא חכמתם שלפי השעה דבו שהיהמשה עיסין בפרשת נחלות לﭏה תחלק הארן אמרו לו אם כבן אנו נירש כבן ואם לאו תתיבם מו מיד ויקרב משה את משפט וג' צדקניות שאו ﭏא להגון להם ולה זמנו למשה שלאו יראה משה עצמו שפירש מן האשה שנה הודיעו ה'בה' בﭏו לומר הרי הנשים שלא שלא נטוו ישבו מ' שנה עד שנשא להגון לם וכת' ויקרב משה את משפטן יא שה פלפא ממשה שיש צדיקים
36	7	0	0	4	5	6	4	שנתגאו בדברים של מצוה והתיש הבה את כחן את מוצא שאמ' דוד זמירות היו לי חקיך בבית מגורי לומר שקלק שקלות ורגילות על כזמירות אמר לו ה'ב'ה חייך שסופך לטעות בדבר שהתינוקות קוראין בשעה שהעלה את הארון טעה ונתנו על העגלה שנ' ויביאו את ארון יוי ויציגו אותו ﭏ עגלה חדשה נתלה באויר שמטו הפרות מתחתיו קרב עזא לסומכו ויכהו שם הﭏ הים על השל מפני ששגגת תלמוד עולה זדון מיד ויחר לדו עלכי פרץ יוי פרץ בעזא ויקרא למקום ההוא פרץ עד היום הזה אמר לו ה'ב'ה' ולא אמרת זמיו תל לי חקיך ולא למדת ולבני קהת לא נתן
30	9	1	0	9	6	5	6	וג' התחיל תוהה פרץ יוי ﭏהינו בנו כי לא דרשנוהו כמשפט ו מפני שאמר משה והרבר אשר יקשה מכם וג' שש כחו משל לשולחני שאמ לתלורו אם יבא ﭏיך סלעים לפרוט פרוט ואם תבוא מרגלות הביאה ﭏי / באתה אצלו חוליא אח של תינוה הוליה אצלרבו לך רבו להראותה לאחר אף כך משה אמר והדבר אשר קשה מכם תקריבון וג' באו בנות צלפחד והפליא ממנו ויקרב משה את משפטן וג' ויאמר יוי כן ו צלפחד דוברות לך הוא הדין אמר לו הבה למשה ולא אמרת יוהרבר אשר יקשה מכם הדין שאחין אתה יודע נשים דנו אותו ד'א' ויקרב משה ר'
40	41	0	0	4	1	3	12	שמעון בן לקיש אמריודע היה משה רבינו את הדין הזה ﭏא באו לפני שרי עשרות תחלה אמרו לם דין של נחלה הוא ואין זה שלנו ﭏא של גולים ממנו באו אצל שרי חמשים ראו שיכבדו אות ןשרי עשוות אמרו שרי חמשים אף אנו יש שם גנולים מנר ממנו וכן לשרי מאות וכן לשרי ﭏפים וכן לשאים השיבו להם כולם כענין זה שלא רצולפתוח פה לכי שגדול מהם הלכו לפני ﭏעזר הכהן אמ לה משה רבי באו ﭏו ﭏו לפני משה אה משה שכל אחד ו כבד את מי שגדול ממנו אמר אומר לם את הן ואיטול את גדולתן אמר להם
30	28	0	0	8	1	5	4	אף אי יש גדול ממ לפכך ויקרב משה את משפל לפני יוי הבתךיח ו כן בנות צלפייד שהודה הב'ה' לדיבתן נתון ת תן לם מטלטלי ובכורת אביהם בנכסי חפר ושהיה בכו וטל שני חלקים ד'א' נתון תתן ליהם שנטלו בעב היררן וקרבו לפני יהושע בארץ כנען שנ' ותקרבה לפני ﭏעזר הכהן ול בי יהיםשבן נון ואףיעהב אבינו ראה שנופטלות מיכן ומיכן שנ' בנות נעדה עלי שור וה היררקן שעשה למשה' כחומה שלא יכנם לאר ואמר לו בניתיי נוטלת כאן וכאן והעכי ת את נחלת ביהן אמר בירושה ונתתם ובבת והעברתם שמעברה נחלה משבט לשבם והיתה לבני ישר' לחקת משפט מלמד
36	20	0	1	4	2	6	5	שהנחלות יוצאין וﭏאמר יי ﭏ מש עלה ﭏהר העברים מה ראה ליכתב אחר פורשת נחלות דבר זה ﭏא ששמע משה רבינו נתון ץ סבור שנתרצה לו ה'בה' אמר הרי אני מנחיל את אמ לו ה'ב'ה' גזירהיבמקומה עלה ﭏ הר העברים ואיתה אותה וג' איה אתה יפה מאחיך וידבר משה פקוד וי שהי הרוחור כל מדי שמבקש צורכי ציבו כﭏו בא בזרוע יפקוד יוי מה ראה לבקש הצורך הזה אחר סדר נחלות ﭏא כיון שירשו בנות צלפחד את אביהם אמר משה הרי שעה שאת בע צורכי א הבנות יורשות בדין הוא שיירשו בני את כבודי אמר לו ה'ב'ה' משה נוצר תאנה
51	6	0	0	7	2	11	2	יאכל וג' בניך ישבו להם ולא עסקו בתורה יהוש ששימשך כדי הוא שישמ את ישרﭏ שאיני מאבד את שכרו קח לך את יהושע יןון למה נמשלה תורה בתאנה שרוב הגפן והזית והתמרה נלקטין כאחד והתאנה נלרטת מעם מעטם כך התורה היום למוד מע ולמאחר הרבה לפי שאנה מתלמרת לא בשנה ולא בשתים איש אשר רוח בו פי שאמרת ﭏהי הרז לכל בשר שאתה מכיר רוח ל אחד ואחד יתמנה שיודע להלוך עם כל אחד ואח דעתו וסמכת את ידך עליו כמדלי נ ונתת מהד עליו כמערה מכי ﭏ כלי ומה שאמרתי לך ולא תסוב נחלה ממטה למטה אח הכבוד אינו
13	7	1	5	1	7	10	4	זז מבת אביך שא יהושע שעמד תחתיך לפ ﭏ ער הכהן יעמוד ומוכיחן ש להו כיה את ישרﭏ מבית אביך יהיו דאמר ר' שמוﭏ בר נחמי הן הבאי' ממשפחו הכהונה פינחסם ואוריה ידמזיה ויחזקﭏ כיון שזלזלו בפנחס ואמרו זה בא ליחסו ﭏ עזר אביו לא לבתו של פוטיﭏ היה מיד ההטיל ה'ב'ה ליחסו פנחס בן ﭏעזר כהן בן כן קנאי בןקי וכך היו אומרין לﭏיהו לא גבעוני דכת' ועריהם עין והכפירה בא הכת ויחסו שמן זית את הזית הזה ש שהו עושה שמן הרבה בריות אינןצריכין אני ו לבריותי אמ ר' ינאי בניה שבעולם זה שעובר עלבם הנהר איפשר לו
22	10	1	9	2	13	11	10	שלא ישתה שלשת וגין ואני כל הימם וכל המים מלא שעלי דכת' מי ד בשעלו מים ואני על לוגך בתבתי קדש הסך ו שכר ליוי לשון שתיה לשון שביעה לשון ו בהממה מחת בראתי בעולמי ואין את יכול במזונתה אי וזזו זו בהמות בהררי ﭏף ר' יוחנן ור' יהושע ורבנן ר' יוחנן אמר בהמה אהתלבצת על ם ים ﭏ הרים מגלים וה בכל יום והיא אוכלה ה טעם דכת' וכל חית השדה ישחקו שם איפש פך ראיתה בעיר אוכל בעיר אמו ר' תנחומא גדולים מעשה ﭏהינו מה משוין מעיו ומהיכן תיב שותה ' יהושע לוי ורבנן אמרי ל מה שהירן
7	5	2	1	3	6	7	10	משלו היא עושה אותן גמיעה שנ' הן יעשוק בהר לא יוו יבטח כי יגיח ירדן ﭏפיה וי ב לכלו י שביעה ומהיכן היא שותה עי ר' שמעב י ונהר יוצא מעדן להשקוות וג' ושמו יובל זעל ול ישלח שו שיו ממנו שותה תני בשם ר' מאיר אאלם שﭏ נא בהמות ותורך ועוף השמים וש נש בהמות זו בהדת עוףם השמים ז שיח לארץ וור זה גך בד וספרו ל א זה לוית מי לא ירע בכל ﭏה י יי מלך היה לך וה שלמה ויהי לחם שלשים כור שלת וששים כור קמח עשובי ועשיי בקר ועי ומאק צאן לבד מאיל
16	5	0	0	5	7	12	5	ו ח וברבורים ויבביים אמ' ר' והודר בר' זי היו לו לשכמה וכל אחת ואחת עושה לו או סורה ווצלה הוה סועד ולחי הפחה ה יו ל לעמוד בו וחש היה נעשה ליום אחד שור אחד אמר ה'ב'' נני לא ממה שיש לפני אכילה אמורתי לכם ﭏא שבי' הריח שתי עו עעין ול לפני בריח יחוחי ושמו פהרייב לי וג'' זשה דיון אוכל עשו וג זה עשו שחמר ליעקב הועיטני נא אמ' ר' יצחק בר זעירא יו כמל אמר את י כי ואתה מכנים הם תיץ אין אובסן את וגיל ול דורש אבל מלעיטין א'' ציר אוכל לשובע עשו זו
15	9	0	1	5	2	8	7	רית ימואביה ש ה ותאכל ותשבע יתותר שהברכה ש והי חוו צרת ועט רשעים תהשרשו אומות שי בגוי אהד שה סעודה לכל בני עירו אמ' ר' דושואי או הגוי זמן לאותוה עוזה לכל בני עירו ולא היה שונוונו חסו מכל מעמי שעולם ﭏא חגהי פרך בלד ומהעשה ט אה בלה מלפניו שיה יפה בששה כסף י ושיבו אמווי הו מפני מה עשית כ אמר י את ממר' שהעום הזה שלו והעולם ה באה ם אין אנו אוכלין עכשיו אימתי אנו אולי' קאני עליו ובטן רשעים תחסר ואמרת להםזה האשה וג א ששניהם בבת אוו ﭏא את ש אחד תעשה בבקר
16	29	1	2	8	8	8	5	ומ' ר' יהוד בר' סימין מעולם לא ל אדם בירושלם ובידו עו כיצד תמיד שלשחר מעע על עביחות' היום ותמיד של בין הערבים מכער על על עבירות שיעשו בלילה מכל מקום לא לן אדם בירושלם שנ' בדק ילי ב אמר להם ה'ב' לישﭏ בעולם הזה אתם מוקר יבין לפני לחם העים וקבעע ולעולם הבא אני אערוך לכם שולחן גדול ויהיו אומות העולם רואין ובושין שנ' תערוך לפני שולח צוררי וכן הוא אומ' הנה עבדי יאכלו צו מת ב ישרﭏ את קרבני וג' זשה' שי לא מעאוהו ש כח ומשפ ורוב צדקה לא יענוהות' אחד הן ﭏ ישגיב בכחו מי כמוי
23	9	0	0	4	8	5	4	מורה בי יתקיימ שני בכתובי' הללו ﭏא כשהו נות להם לישר' מת ל לפי כחו וכשהוא מבש אני מהם אינו מעקש ﭏא י כחן רא ה מה כ ואת המשכן תעשה עשר יריעות לפיכך שדי לא מצאוהו שיא כח וכשהוא נותן להם תן להם לפי כחו עתיד ה'ב'ה' לעשות לכלצדיק וצדיק חופי מעעי כבד וברא יוי ה' על כל מכון ועל מרדאיה י עשן בוה למה שכל מי שעיניו עשונוורות בתלמידים בעולםהזה נתמלאת חופתו עשן לעולם הבא שנ' ונגה אש להבה לילוג' לעולם הבא אגש בחוכה למה מלמד של צמדיק ויק הה מחותו של חבירו מעולה ממו נוגה שזיים מבהיק
17	4	0	1	2	4	8	3	מסף היעולם ועד סופו לכך כתי' הן ﭏ ישגב בו מי כמוהו מרה שבקש מהן לא בקשﭏא לי כחן שנ' ואתה תצוה את בי ישוﭏ וג'להעלות ר ומי נר אחד ונשהאי להן לפי בחו שנ' ויוי הולך לפיהם ולעולם הבא קומי ומי בי בא אורך וג' והלכו ים לאחיו וכת' והיה אור הלבנה כאור וג' וכשנותן לם ות להם לבי כחו ת להם ועלהנחל יעלה על שו ל שיו יכב שכל איל ואילן מחדש בברי אוים כל חדש וחדש לא כבבורי חדש זה כבבו חדשזה כשבקש לא בקש ﭏא לכי כחשנ' ולקחתם לכם ביום ה ראשון כי עבץ ו' וכשהא
