midrash.Bemidbar_Rabbah	midrash.Bereishit_Rabbah	midrash.Derech_Eretz_Zuta	midrash.Devarim_Rabbah	midrash.Eichah_Rabbah	midrash.Ein_Yaakov	midrash.Esther_Rabbah	midrash.Kohelet_Rabbah	midrash.Mekhilta_DeRabbi_Shimon_Bar_Yochai	midrash.Mekhilta_d'Rabbi_Yishmael	midrash.Midrash_Aggadah	midrash.Midrash_Lekach_Tov_on_Ruth	midrash.Midrash_Mishlei	midrash.Midrash_Tanchuma.	midrash.Midrash_Tanchuma_Buber	midrash.Midrash_Tehillim	midrash.Otzar_Midrashim	midrash.Pesikta_D'Rav_Kahanna	midrash.Pesikta_Rabbati	midrash.Pirkei_DeRabbi_Eliezer	midrash.Ruth_Rabbah	midrash.Seder_Olam_Rabbah	midrash.Sefer_HaYashar	midrash.Shemot_Rabbah	midrash.Shir_HaShirim_Rabbah	midrash.Sifra	midrash.Sifrei_Bamidbar	midrash.Sifrei_Devarim	midrash.Tanna_Debei_Eliyahu_Rabbah	midrash.Tanna_debei_Eliyahu_Zuta	midrash.Vayikra_Rabbah	midrash.Yalkut_Shimoni_on_Nach	midrash.Yalkut_Shimoni_on_Torah	text
0	1	0	7	0	0	0	0	0	0	0	0	0	10	5	1	0	1	0	1	1	0	0	0	1	0	0	3	2	0	0	9	10	בצדק ובמשפט ובחסד וברחמים וארשרתיך לן לעולם באמונה וידעת בי אני ײ שמע ישר' אותה עוב' הלכה אדם מישר' ששתה מים לצמאו כיצך מברך כך שנו בותי השוחה מים לצמאו אומ' שוהל נהיה בזברו ר' טרפון אומ' בורא נפשות רבות וחסרונן רבנן אמרי בא וראה כל הנסים שעשה הק' לא עשה אלא על המים כיצד עד שהאו ו במצרים ביאור של מצרים עשה להם א"ר יצחק היו המצרים וישר' הולכים לשתות מן היאור המצרים שותה דם וישר' שותה מים וכשיצאו ממצרים עשה להם ניסים במצרים במים שנ' הים ראה ונום הירדן מה ראה היה נקוו ר' נחמיה אמ' שם המפורש
0	1	0	16	0	0	0	0	3	0	0	0	0	3	11	4	0	0	0	1	0	1	0	0	0	0	0	7	1	0	0	13	5	שהיה חקוקץ על המטה ראה הים שנ' ראוך אלהים ראוך מים יחילו שעלו מן הים באו למרה ועשה להם ניסי שנ'ויצעק אל ײ וארהו ײ עץ וג' מסלע עשה להם ניסים במים שנ' ודברת אול הסלע בבאר עשה להם ניסים במים ואמרו שירה שנ' או ישיר משה את השירה הזאת עלי באר ענו וג' אמ' להן משה הוו אדעין כל הנסים שעשה לכם הק על המים אף בשעה שתעברו את הירדן ליש את הארץ עתיד לעשו' ניסים במי הירדן שנ' שמע ישר אות עובר היום אתהידן ושה אלהים באזנינו שמענו אבותינו ספרו לנו אלא א"ר תנחומ' שמענו מה שאמרת למשה
0	1	0	17	0	0	0	0	1	0	0	0	0	7	4	0	0	0	4	0	0	0	0	3	1	0	0	1	0	0	0	9	7	בסנה ומה שגלוי וצפוי לפניך שהן עתידין להכעים אבל אתה גואל אותנו מויין שנ' ראה ראיתי את עניי עמי מהו כי ידעתי את מבאוביו אמ' הא' למשה אדע אני מה כאב הןעתידין לעשות אלה אלהיך ישר' ואענפ וארד להצילו הוי בארנצו שמענו תנאין שהתנית עם משה וכשם שהתנית עם משה כך שמענו מפיו מה אבותינו ספרו לנו זה משה שנקרא א לכל הנביאים אתה ידך גום הורשת ותטעם אמ' להם מה עשה לשני מלרי האמורי לסיחון ולעוג כשהיו גוים גרולים אתם אדעים כשתעברו את הירדי מהו עתיד לעשות ואחד מלך הוי שמע ישר' אותה עוב את הידדן ד"י שמע ישר'
0	0	0	17	0	1	0	0	0	0	0	0	1	8	14	1	0	1	0	0	0	0	0	2	0	0	0	3	0	0	1	13	17	מה ראה לומר להן כך שמע ישר מה ראם רבנן אמרי למה הדבר דומה למולך שקידש למטורונא בשתי מרגליות אבדה אחת מהן אמ' לה המלך איבדת אחת השנייה שמרי כך קידש הק' לישר'בע' ונשמ' שאמרו כל אשר דבר ײל נעשה ונעמע אבדו ע' נעש ששו את העגל אמ' להם משה איברתם נעשה שמרו נשמע הוי שמע ישר' ד"א אתה עובד היום אמ' להם כשיותם עוברי את הירדן הזה דברים אהרים יתחדשו לא תהיו סבורים בעצמיכם כשם שהייתם במדבר והייתם חוטאוים והניתי מבקש עליכם רחמים אמ' להם עשיתם אות המעשה וביקש לרלות אתבם לאנתעלותי עליכם רחנוים פנגויא מנין נ ואבפלל אל
0	0	0	22	0	0	1	0	0	0	0	0	0	5	8	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	7	15	ײ ואמ' ײ אלהי אל תשחת עמך ונחלתך א"ר חייא בר אבא כין שאמ הבת למשה ברקיע קום רד מהר שמעו חמשה מלאכי חבלה ובקומו להבדק ואילו הן אף וחימה קצף והשמד ומשחית וכיון שהזכיר משה וטות של שלשת אבוה דכת' זטר לאבהם ליצחק ולישר' ברחו השלשה קיצף השמד נשתיירו השנים הקשין אף וחימה אמ' לו משה רבשע הרי הזכרתי שלשה וברחו השלשה עמוך אתה באחד ואני באחד מניין דכת' קומה ײבאפך הרי שעמד הק' באחד בחימה רכת לולי משה בחירו עמדבפרץ לפני להשיב חמתו מש מהשחית ירד משה מן הרקיע והלוחות בידו ולא שנבן עד שראה בעיניו שנ' ויהי
0	2	0	6	0	3	0	0	0	0	0	0	0	10	13	0	0	0	0	1	0	2	0	2	0	0	3	1	2	0	0	9	17	כאשר קרב אל המחנה אותה שעוה ויחר אוף משה וישל מידו את הלוחות אמ' לו הק' משה לא היית מאמין שעשו את הג' העגל סרו מהר מן הדרך ובנן אמרי מן הזבר הזב הזה שקר משה הייוך לזטות את ישר שאמ' לו הק אשר צאתם אמ' לו משה דבונושל עולם אוי לא נצטויתי שמא עברתי ול הצאוי הן לא נצטוו ולא היו אדונין אמ' לו ק' הק' משה לא נינווו אמ' לו לאן מה אמרת בסיני אנכי ײ להיך אמרת לא יהיה מהואמרת אלהים אוחמים הר ײ אלהים אל תשחת אמך ונחלתך א"ר חייא בר' אבא לא הניח משה זויות
0	0	0	19	0	0	0	0	1	0	1	0	0	6	5	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	3	4	5	בקיע שלא נתחנט בה ומה היה אומ' רבונו של עולם מה פס' סבור ממלל דא ײ אלהים אל תשחת עמך ונחלתך א"ר חייא משפיסק סניגור היה מלמד וטת עליהם ולבןהיו אומ' אל תהי עד חנ ברע' וגמ' אילו ישר' שנקריו רעים ש' למנון אחיי ורעיי והפי' והפיתות דשפתיך זכת' ויפתהו זפיהם שאמרתם נעש' ונש ולא קימתם להק' כישר עשה לי כ אעשה אלהים אל תשחת עמך לפיכך בשבאו לעבור את הירדן הוביר רהן כל מה שביקש עליהן סניגוריא שהיה סבור שהן מבקשין עליו שיכנס עמהן מד אתה עובר א"ר תחומ' היה משם מ מובנו ענמו לפניהם ואומ' להם אתם עולרין
0	0	0	29	0	0	0	0	0	0	1	0	0	6	14	1	0	1	0	0	0	0	0	1	1	0	0	1	3	0	1	7	31	אני עובר ופותח להם פתח שמא יבקשו עליו חמים ולא היו מביני למה הדבר דומ' למלך שהיו לו בנים הרבה מן מטורונא סרחה עליו מטורונא ביקש להוציאה אמ' לה תהי אדעח שאוי מגרשך ונוטל אחרת אמרה לו ואין אתה אומ' לי מיהוא רד' זו ש שת שאת עתיד ליפול אמ' לה סלנית מה עשת מטרנא מנסה את בניה ואמרה להן הוי אדעין אביכם מבקש לגרשני ולישיו פלונית יולין אתם שלא להשתעבד לה אמרה להם תדעו מה הי עתיזה לעשות בבם והיתה אומת שמא יבנו ויבקשו עליה מאביהם ולא מבינים כיון שלא הבינו אמרה ואינו מצוה אותן אלא שיהו והמין בכבוד
0	1	0	16	0	0	0	1	0	0	2	0	0	6	8	1	0	2	0	1	0	1	0	0	0	0	0	3	0	0	0	7	12	אביהם סך משה כין שאמ' לו הק' קח לו את יחוש' בי לו תעבר את הירדן הזה היה אומ' לפני ישר' והיד כי יניאך יאלהיד וגו' את עובר שמא יבינו מבקשו עליה רחמים ולאהיו מבינים בון שלא הבינו אמ' ואיני מצוה אתכם אלא בשביל עעמיבם תהיו זהירים בכבוד אביכם שבשמים שנ' את ײ אלהיך תיא וג' אמ' הק' בעולם הזה היו הבל לארין ועל ידי עונות גלו א"ל מתוכה אבל לעתיד לבא שאין לכם לאחטא ולא עון אני נוטע אתכם נונח שלוה מנייי ננ' ונטועתם על אדמתם לא נתשו עוד מעל אדמתם אשר נתתי להם בעת ההיא אמר ײ אלי
1	0	0	9	0	0	0	0	0	0	0	0	0	5	3	1	0	3	2	1	0	0	0	0	0	0	0	1	0	0	0	7	18	פסל לך הלכה אדם מישר' שקידש אשה מישר' מי צריך ליתן שט כתב כ' קידוין כך שנו הכמ' אץ כותבא שטרי אירוסין ונישואין אלא מדעת שניהם והחתן נותן שכ וממילמדו מה בשעה שקידש לישר' בסיני דכת' ויאמר ײ אל משה לך אל העם וקידשתם הום ומחר ומי כתב קידושין זה מה' משה מניין ש' ויכתב משה את התורה הואת ומה שכר נתן לו הק' זא הפים דכת כי קרן עור ע"ר פני משה אימתי בדברו אתו אמ' ריש לקיש בשעה שכת' משה את התורד נטל זא פנים כיצד אמ' ריש וקיש התורה שנתנה למשה עורה של אש לבנה וכתיבה באש
0	1	0	22	0	0	0	0	0	0	1	0	1	3	7	0	0	2	3	1	1	0	0	0	0	0	1	1	0	0	0	6	34	שחורה והתומה נאש ומלופפת ועם שטתב קינה את הולמוס בעזו ומשם נטל וא הפנים ור' שמא נר נחמן אמ' מן הלוחות נטל ז הפנים עם שנתן לו את הלוחות מכפים לכפים ומשם נכטול זא הפנים כיון שואו שעשו ישר' אותו מעשה נטלן ושבון אמ' לו הק' לישר' נתתי לך זא הפנים ועכשיו שיברת את הלוחות א"ר יצחק שנו רבותינן נשברה החבית נשברה לסרסור אמ' לו הק' אתה סורסור ביני לבין בניי אתה שיברת המחליאף מניין שנת' פסל לך ושה עת להשליך אבנים ועת כנוס אבנים א"ר תנחומ' מהו עת להשליך אבנים עת הוא שיעלה אדריינוס וינפין אבני בית המקז ועת
1	2	0	20	1	1	0	0	0	0	0	0	0	11	8	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	4	28	כנוס אבנים שיכנס אותם הק' מניין זכת' הגי יסד בצין אבן ד"א עת להשליך אבנים חכמים אומ' מדרר במשה טת היה להשליר אה הלוחוח דבת וישלך מיזח וג' עת כנוס אבנים עת היה שהחוירן להק' שנ' פסל לך ושה אל תבהל ברוחך לבעוס כי כעס בחיק כסילים ומי היה זה שבעס זה משה דכת' ויחר אף משה וישלך מידו אמ' לו הק הא מואה היה מפיג חמתך בלחות הברית מבקש אה שאפוג חמתי ואת רואה שאין העולם יכול לעמוד אפילו שעה אחת אמר אמ' לו ומה יש לי לעשות לו לתת עליך קטיריקי את שיברת אותן ואת מחליף אותן א"ר
0	0	0	14	0	0	0	0	1	0	1	0	0	10	9	3	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	3	29	יצח עליך קטימיקי את שיברת אותן ואת מחליף אותך א"ר יינחק מן הלוחות שניים ריצח משה את הק' מה עלה לו אצל הק' כעוס אמ' בניך חוטיין ואתה כולו קטיריקי עשה עינמו כולו כעוס על ישר' מניין שנ' וישב משה אל ויאמ' אוא חטא וג' כאן שראה הק' רך אמ' למשה שתי הפנים ב' בכעס אני ואתה כועסין עליהן מיד וזבר ײ אל משה פנים אלפנים לא יהושתי הפנים ב בכעס אני ואתה טועפין עליהן מיך ודבר ײ אל משה נותן רותחין הוי נותן צונן וכשאהא נותן הוי ותן רותחין אמ' לו משה רבונ' של עולם והיאך נהין אמ' לו
1	1	0	26	0	1	0	0	0	0	0	0	0	4	18	3	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	6	13	הוי חלה את רחמים מרים חלה אותן ד"א אמ' לו והלא בניך אדעין אני שאת אוהב את בניך ואין אתה מבקש אלא מי שילמך סניגוריא א"ר סימון למ' הדב' דומ' למלך ובנו שהי נתונין בקיטון והפירגוג של נתון בטרג בטרקלין היה מלך צווח הניחו לי שאהרג אתבני אינו מבקש אלא מי שיבקש עליו סניגומא כך הק' למשה ועתה הניחה לי אמר משהומי תופס בידו של הק' כביבול אינו מבקש אלא מי שילמד עליו פמוריא מי ויחל משה ד"א ועתה הניחה לי אמ' לו משה רבון העולמ' ולכלותם את מנקש עקור העליונים והתחתונים ואחר עקוד אותם מניין ש' כי שמ' כעש
0	1	0	17	0	3	0	0	0	0	0	0	0	8	7	3	0	0	1	0	0	1	0	1	0	0	1	2	0	0	1	7	17	נימלד וג' ואחרכך ואשביה כמו כן ימותון אמ' לו משה ואפילו את אתכ השמים ואת הארן ישר' אוי אתה יכול לעחור שנשבעת לאבותיכם ולא נשבות להם לא נשמים ולא בארן אלא בשמך מנין אשר נשבעת לא להם שמא אתה יכול לבטל את שמך אמר לומשה חשוב אתה בסדום מה אמרת לאברהם אם אמצין בסדום וג' ויתרת לו עד עכשיו עשרה מנייןש לא אשחית בעבור העשרה ואני אעמיד לך מאילו שמונים צדיקי' אמ' א לו תעמד אמ' לו משה שבעים וקינים זכת אספה לי שבעים איש ו אהרן נדב ואביהוא אלע"ז ואיתמד פנחס וכלב הוי ישבעים ושבעה אמ' לו הק' אי
0	0	0	18	0	1	0	0	0	0	0	0	0	5	7	0	0	0	0	2	0	0	0	6	1	0	1	1	1	0	1	13	23	משה איכן שלשה היה משה חוזר ומבקש עוד שלשה צדיקים ולא היה מויצא אמ' לו הללו אם בחים רנשע' ואיון יכולין לעמוד להם בפירצה הזו יעמדו המותים אמ' לו עשה בזטות שלשת אבות הוי שמנים זטור לאבוהם לינחק ולינקב עבדיך כיון שהזכי' משה וכות שלשת אבות מיד אמ' לו סלחחי רדבריך יון שעמך שלמה וראה שוהזכיר שלמה משה שבעיבם ושבעה צדיקים חיים ולא הועיל כלום אילולי שהוכיר וזטת אבות שלשה שהן מתין התחיל אומ' ושבח אני המתים שכדר מתו ד"א זכור לאברהם לינחק ולישר' עבדיך א"ר אמ' לו משה רבשע חיים הן המתים אמ' לו משה אם חיים הם המתים
0	1	0	12	0	0	0	0	0	0	0	0	1	10	10	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	6	18	חשוב במי שהיבות עומדים ומי ומבקשים ול בניהם מה הייתה משוב כיון שאמר לו משה הדבר הזה מיד וינחם ײ על הרעה "א ויפסל לך שני לוחות אבנים למה שנים רבנו אמרי אמ' לו הק' אילו מעידין ביני ובין רוי כנגד 026502 27 שני עדים גמיסקין נוגד שני שמובינין כנגד חתן וחל וכלה טד שמים ואורין כנגד העולם הזה 026502 28 וחעולם הבא דא פסל לך שאלו רבנן אחנן נןזכאי מפני הלוחות מעשה שמים והשמים מעשה" #N/A #N/A מע אדם אמ' להם למה הדבר דומה למלן שטל אשה והדיא את הנייר והלבלר משלו וערה משלו והכניסה לביתו ראה אונה המלך
0	0	0	27	0	2	0	0	1	0	0	0	0	7	9	1	0	2	2	0	0	0	0	0	1	0	0	1	0	0	0	8	35	שוחקת עבך שלו כעם עליה והוציאה בא שושבינה אנלו אמ' לו מרי אין אתה אדע מאיי נטלת אותה לו יא בין העבדים גדלה וכיון שגדלה בין העבדים לכה גם כהן אמ' לו הק המלך מה אתה מבקש שתרצה לה תביא הנייר והלבלר' משלו הרי כתב ידי כך אמ'משה להק' בשעה שעשו ישר' אותו מעשה אמ' לו אין את ידע מאין מקום הוצאת אות ממצרים מקום ע"ז אמ' לו היך מה את מבקש שתריצה הבאת הלוחות משלך יהי וכתבתי על הלוחות אמ' לו הק' משה חיך כשם שנתת נפשך עליהם בעום הזה אף לעתיד לבא שאוביא להם אליה הנביא שניבם ביוין
0	0	0	15	0	0	0	0	0	0	0	0	0	0	3	0	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0	2	15	באחת מנין שכך בת' ײ בסופה ובסערה דרבו בסופ' זה משה דבת' ותשם בסוף על שפת היאור ובסערה זה אליהו דדת' ויעל אלהו בסערה השמים אותה שעה אני בא ומנחם אתבם שנ' הנה אנכי שולח לכם את אליה הנביא והשיב לב אבות על כנים סליס' ידקיר דילה אנכי נתן לפניבם הלנה אדם מישר' מהו ש- שיהי מותרי לקרות את התוטחות כך שנו חכמים אין מפסיקין בקללות אלא אחד קורא את כולן למדונו רבותינו למה אין מפסיקין בקללות א"ר חיא כך גמרי שכת' מוסר ײ בני אל תמאס ואל תקויץ בתורחתו אל תעש את התוכחת קוציץ קוציץ אלא אחד קורא את
0	0	0	34	0	1	0	0	1	0	0	0	0	5	10	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	5	3	כולן ד"א למה אין מפסיקין בקללות א"ר יהושע בשם ר' לוי אמ' הק' אני כתבתי עלכנוך עמו אנכי בצרה אין שורת הדין שיהו מתקללין ואני מתדרן כיצד אום יקריוו את התוכחת קראח הרבה איי קרוי וקרוי שאינו מברך שתי פעמוים לחויה ולאחריה אלא אחד קורא כולן רבנן אמר אמ' הק' לא לועתם נתתי להם ברכות וקללות אלא להודיעם איזו דרך טובה שיבחרו אותה כי שיטלו שכר מנין ממה שקרינו ראה אנכי ז'אה שמעו והאזצו ואל תגבהו וג' מהו שמעו והאמ' א"ר תנחומ' אמ' הק' שמעו לתרי תורה מהו ואל תגבהו אל תגביהו את הטובה אל תדברו גבוחות כי ײ תר
1	1	0	20	0	1	0	0	0	0	0	0	0	5	6	3	0	0	1	2	0	0	0	0	0	0	0	2	2	0	3	10	11	ײ והיכן דבר אם תבו ושמ' וג' אם תמאנו ומריתם מחו אם תאבו ושמעתם א"ר אלעז' הסייף והספר ירדו כרובין זה בזה מן השמים אמ' להם אם תעשו מה שכת בספר הזה אתם ניצו מן הסייף ואם לאן תעשו מה שבת' בפפרך הזה אם נהגין בסייף הזה ד"א מהו אם תאבו ושמ' א"ר' לו לשעבר לעבד שאמר רבו הרי מנייק של זהב והרי בכלין של דזל ם עשית לי נחת רוח ועשית ריצונו הרי מונייק של זהב ואם לאו הרי קללה הרי שתי דרכים לפניכם ראה אנכי וג' ד"א ראה אנכי אר מאי' הק' את הדבר בסיני מאו שעה מפי
0	0	0	26	0	2	0	0	0	0	0	0	0	9	9	1	0	1	3	0	0	0	0	2	0	0	0	5	0	0	0	13	6	עליון לא תצא הרעות והטוב אלא מאו מאיליה הרעה על עושי הרעה והטובה באוה על עושה הטובה ד"א א"ר' חנא ולא עוך אלא שנתתי לפניבם שני דרכים שנכנסתי לפנים משורות הזין ואמרתי ובחרת בחיים ד"א מה כת' למעלה מן המעויין כי אם שמר תשמרון מהו כל המצוה הזה א"ר לוי זו קרית רבנן אמרי זו השבת ששקול כננד כל המצות שבותורה דא וו כי ם שמר תשמרון אמ' בר' פרא הנפש והצורה נמשלו בנר והנפש דבת' נר אהים נשמת אד והתורה דכת' כינר מצוה ותורה אור אמ' הק' לאם נרי בידך זד התורה ונרך ביח זו הנפ שמרת את נרי
0	0	0	6	0	0	0	0	0	0	0	0	0	4	5	2	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	4	3	את אף אני שנר את נך אם בביתה את נרי אני אכבה את נרך דכת' השמר לך ושמר ועי נפשך הוי כי אם שמר תש מהו בי אם שמר תשמרון למה חדבר דומ' לשני בני אדם אחדהיה לו' כרם בגליל ואחד היה בוחודה כך אמ' ה' לאדם הזה תותי ביד ונתשך בידי אם שמרת את שלי אנבכי משמר את שלך א איבות את שלי אני מאד את את שלך הוי כי אם שמר תשמרון ד" א"ר' יהור בד ימון אם שמרת רלח מצוב שלי ולא תשה ם ושסד מצות ד"א מהו כי אם שמר תשמון א' חא אם שמרתם את
0	0	0	6	0	1	0	0	0	0	0	0	1	5	9	2	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	6	12	התורה אנ מנמר אתכם מן המזיקין אמ' ר' אבא בר' ועירא איין ית רובע טללו של ולם שאין נו כמה ול של מזיקין וכל אחד ואחד פנה נתונה בפניו שולא יבינו כארם יריקו ובשענ שעתיו של אה ורמין וב ומעבירין פומה זפניו והו מתבל בה חודיו מנייןו נדה בשלום נפשי אימתיבי בררים הא עודי ומי הן קילו חמלאכים שהו משמרין את אם א"ר ישע בן לוי חובם ח לפני הארם והרורות מכרירין לי ווה הן אומ' תנו בבוד יקן ל קך לה כמה כמ' שריץ משמרין אימתי בשוה שאתה משמר דברי תורה הוי דברי תורה נתתי לפני שני דרכים ברכה
0	1	0	21	0	0	0	0	0	0	0	0	1	7	12	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	9	23	וקללה ברכה אם תשמעון לדברי קללה ים לא תשמעון אמ' הק' שמעו לי שאין אם אום שאיץ אדם שומע לי ומפסיד אמרי את מוצא יש ששמע והפסיד וישששמע ונשתכר ביצד אדם א הראשון שמ לאשבו והפסיד מניין שנ' ולאדם אמר כי שמעתה לקול אשתד וגו א"ר יחק למה הד' דומ' למלך שאמ לעבו אל תטעום כלום דבר עד שאבא מן המרחין אמרה לו אשתו טעום את התבשיל הזה שלא יהא מבקש ליתן בתוכו מלח או מוריים בא המלך מצא אותו מטעם בשפתיו אמ' המלך לא אמרתי לא תטעום כלום וטעמת אמ' לו מרי שפחתך נתנה לי אמרה לו המלך ולשפחתי
0	4	0	17	0	0	0	0	0	0	1	0	0	4	8	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	6	15	שמעת אתר ממני כך אמ' הק לאדם ומעץ הרעת בוד ורר לא תאכל ממנו מה עשת חוה האבילה אותו ממנו א"ר אבין לא תאכל ממנו אלא לבכות ולי ליל עלא בקולה תאוכלממנו שכת' לדברי אשתך אין כת' כאון אלא לקול אשתך אמ' לו הקהמן העין א"ר אשר צאיתיך ג' אמ' לו מרי שפחתך נתתה לי ש' היושה אשר נתת עמרי היאנתנה לי אמ' לו ולחוה שמעת אתר ממני מיד נטרך שנ' וגרש את האדם וגמ' הוי ששמע לאשתו והפסיד ויש ששמע לאשתו ונשוב וות ונשתבר זה אברהם ש' ושמע אברהם לקול שרי א"ר שמוו' בר' נחמן למה הד' דמ' למי
0	1	0	26	1	1	0	0	0	0	0	0	1	10	6	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	5	7	שנולד לו בן ראה אותו איסטורוגולוס אחד ד' אמ' זה הנער עתיד להיות ארבים ארביליסטים צריך הוא לאביו להשליכו שמע אביו לרני אני משליך שמע של אותן איסטרוג איסטרונולוס אמ' כל מה שאמ' לינערי שמעולו כך ראתה שרה לי שמע אל יצי לתרבות רעה והיתה אומרת לו לאברהם גרשאת האומה הואת והרו לו נגלה עליו הק' ואמ' לו ואל ירע בעיניך וג' שמע בקזלה ונשתכר שנקרא ורעו לשמו דנת' ביצק יקרא לך ורע אמ' הק' מה מי ששמע לאשתו כך עשה שכר מיששמע לי על אחת כמה כמ' וכמ' ושלמ' בי ומפרשה שומעליושכרן ישטן בטח ושאנן מפחד דע' כי ירחיב
0	0	0	13	0	2	0	1	0	0	0	0	0	3	6	1	0	3	1	0	0	0	0	1	0	0	0	3	1	0	1	3	4	ל אלהיך את גבולך הלכה אדם מישר' מהו שיהיו מותר לכסות דם שחיטה כיום טוב רך שנו חכמים השוחט חיה אועוף ביום טוב בית שמאי או' יחפור בדקר ויכסה ובית הילל אמ' לו לי ישחוט אלא אם רן היה לו עפר מוכן מבעוד אםף שאם לא היה עפר מוכן אינו צריך לשוחוט למה שאין בין ים ים טוב לשבת אלא אוכל נפש בלבד לפיכך אם שחנו ביום טוב צריך שיהא לו עפר מוט לכסות נו אר כיסניו בשם ר' אחא בא ורה אמ' חק מה שאסרתי לו בהמה התרתי לך בחיה רבנן אמרי חרנה זברים אמ' הק' חזר והתירן במקום
1	2	0	15	0	0	0	0	0	0	0	0	0	5	5	1	0	1	1	0	0	0	0	1	0	0	2	3	1	0	0	6	2	אחד תדע לך אסר הק' לשחוט ולארול ולישר' עד שיביאני פתח אהל מועד מניין שנ' ואל פתח אהל מועד לא הביאו מה כת' דם יחשב לאיש ההוא דם שפך וכאן חור והתירו להן שנ' בכל אות נפשן תאורל בשר מנין שקראו בעינין י ררחיב אײ יהיך את גבולך שה אגילה וש וישמחה בחסדך וגו' לא הסגרתני בידאויב וג' רבנן אמרי הפסוק הזה מדבר ביוסף אמ' אסף רבשע' אגילה ואשמחה בחסדד שעשית עמדי אילו פרעתה לי מאשתו של פוטיפרע ולא נתנת לי את המלכות הייתי בגילה ושמחה ועכשיו שפרעתה לי ממנה ונתת לי את המלכות הוי ואגילה ואשמחה בחסדך אש' ראית
0	1	0	19	0	0	0	0	2	0	0	0	0	4	4	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	1	5	את עניי שכת' בוענו בכבל את רגלו ידעת בצרת נפשו זה אסף שכת' בהן ברזל באה נפשו ולא הפגרתנו באה אויב זה פוטיפר הרחבת במרחב לי שהשט' שהשלטת אותי על כל מצרים ש' ויסף הוא השלינו ד"א אגילה ואשמחה בחסדך מדבר ביש אמרו ישר רנ'שע אגילה ואשמחה בחסדך שטעשית עמנו שאילו פרעת מן המצרים ולא נתת לנו את ממונם שמחים היינו שמחה וגילה יש לנ שנתת את ממונם אשר ראית עמיים אילו ישר' שכת' ו אמר אויב העמדת במרחב כגלי שהרחבת את גבולי בי יחיב ײ אלהיך זשה מתן אז מרחיב ײ ײלהי'ם לו ולפני גדולים ינחנו מעשה בר אליעזר
0	0	0	39	0	1	0	0	1	0	0	1	0	2	4	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	8	3	ור' יהושע שיצאו לגבות לעסק מצות רבותינו הלכו לחילתה של אננווכיא והיה שם אדם אדם אחד נקרא אדיו יהודה והיה למוד ליתו לר ביד רחבה נעשה אותו אבא יהודה עני ראה לר' אלאו' ולר' יהושע שהלכו לנבות לשם והטמין עצמו בפניה' ועלה לו לביתו ועשה יום שנים ולא ירד לשוק אמרה לו אשתו מפני מה לא ירדת בשוק הרי שני ימים אמ' לה רבות' באו לגבות עסק מצות עמילי תורה ואין ספיקה בידי ליתן להם ואני מתבייש לירדלשו אשתו שהיתה אוהבת את המצות אמרה לו לא נשתייר לנו שדה אחת מטר אותה ותן חנייה להם הלך ועשה כן מכר אותה
1	0	0	30	0	0	0	0	0	0	0	0	0	2	11	3	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	12	3	חצי צ' שדה בחמשה זהובים ונתן אותם לרבותי אמ' להם הפת התפללו עלי ואמ' לו המקום ימלא חסרונך הלכו להם רבותינו לנבות במקום אחר אבא יהודה חרש באותה חצני שדה ומצא שם סימא גדולה ונעשה עשיר ממה שהיה עם רבותינו חזרו עברו באותו מקום אמרו לל לאחד חייך שאתה מעמידינו עם אבא יהודה אמ' להם אותו האיש מי יכול לעמוד עם אבא יהודה נוח לכם עם המלך ולא עמו אמרו אין מבקשין אלו שלא ידע שעברנו כאן ולא שאלנו בשלומו ידע אבא יהודה בא אצלן ואמ' להם עוד או אלף זהובים אמ' להן עשתה תפילה בספירות אמרו לו אף אנו
