Tanakh.Commentary.Abarbanel	Tanakh.Commentary.Bekhor_Shor	Tanakh.Commentary.Chizkuni	Tanakh.Commentary.Daat_Zkenim	Tanakh.Commentary.Ibn_Ezra	Tanakh.Commentary.Paaneach_Raza	Tanakh.Commentary.Radak	Tanakh.Commentary.Ralbag	Tanakh.Commentary.Ramban	Tanakh.Commentary.Rashbam	Tanakh.Commentary.Rashi	Tanakh.Commentary.Rosh	bavli	midrash.Bemidbar_Rabbah	midrash.Bereishit_Rabbah	midrash.Derech_Eretz_Zuta	midrash.Devarim_Rabbah	midrash.Eichah_Rabbah	midrash.Ein_Yaakov	midrash.Esther_Rabbah	midrash.Kohelet_Rabbah	midrash.Mekhilta_DeRabbi_Shimon_Bar_Yochai	midrash.Mekhilta_DeRabbi_Shimon_Bar_Yochai.Additions	midrash.Midrash_Aggadah	midrash.Midrash_Lekach_Tov_on_Ruth	midrash.Midrash_Mishlei	midrash.Midrash_Tanchuma	midrash.Midrash_Tanchuma_Buber	midrash.Midrash_Tehillim	midrash.Pesikta_D'Rav_Kahanna	midrash.Pesikta_Rabbati	midrash.Pirkei_DeRabbi_Eliezer	midrash.Ruth_Rabbah	midrash.Seder_Olam_Rabbah	midrash.Shemot_Rabbah	midrash.Shir_HaShirim_Rabbah	midrash.Sifrei_Bamidbar	midrash.Sifrei_Devarim	midrash.Tanna_Debei_Eliyahu_Rabbah	midrash.Vayikra_Rabbah	minor_tractate.Avot_D'Rabbi_Natan	minor_tractate.Tractate_Derekh_Eretz_Rabbah	minor_tractate.Tractate_Kallah_Rabbati	minor_tractate.Tractate_Soferim	mishnah	tosefta	yerushalmi	text
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ייתכלל לפניו נבוונה שלינוו ונרה שמחים נחנינההגדולה יהיא עלומ בנתיגת התורה  ואנחנו חייפי להעיד ע
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	עלנונ שאנאנו קבלנוה שנא וחונ אשר איונו נה עמי והיום  ונרגי על קהלות הקדש לואהן  בום אה כשירים
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	יני מירות נקרועת ובאזהיות לאמי עשית חנרות להיגל ארי בגיהם נתת ופמלות  לים ראשון שלשבועי
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	במד  השלישי לצאות בני י שראל ממצרים בחו מדפד סיני  זשה הלא כתנתי אליך שלישם  זורעיה שהאמשול
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	תורה נביאים נהורים  גב תפיה משו לשרת עבכ ובקר וצהרים  כחידש מש ילש  ניסן  אייד  סיון י ולננס לא
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	נהנה הגרה אלא בסיון  אמ להם הבה לישראל בהוציאו אדי העם ממצרים תעוכדון את האלהים פל ההר הזה
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	ששל לשה התד רומה לכן מלך שערוד מחוליו  אמ אביו אומתיא עליו ג חדשים עד שיתחיק  החולי
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ואחדכך אוליננו לפת היירש ללמוד תורה  סך כשיצאו ישדאל ממצרים  אמ הבה אלנתין עלה 
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	דישיבר פאו מחליים ורזשע בודים ויוששב עלי הנ ד ערש ואוריד עליהם הרפדה  ויסעו מרתידים ויבואן מדבר סיו
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	אן שם ישראל נגד ההר  ד אליעיר אומר מיים שיצאו ישראל ממצרים היו טפעים וחובם נסלקלקות 
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	י פעו ויחנו עד שבאו להרסיני וחנו עלם כנגד יבר באיש אחד כלב אחד  שנא ויחץ שם ישראל עד ההר 
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	אים נקרא אלין י שרמ המרלאו כה רשמר לבתיעקם  אל הושים  ולמו לישים תמה  בדישי
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	יהם למורה  ארו ר תחליפא  אמ הבה כשבראתי את העולם לא צויתי אלא לאדם תחלה  ואחרכן
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	העליה וקלקלה את העולם  עפשו אם איני קורא לישים החלה רן מנטלות את התגרה  ותבי לעני
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	האושים  אמ הקצ למשה אמור להם רקדוקי רברים שהם  כולים לשמוע  ויבא משה ויקרא
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	י עכ וישם לפוימם את היתרים האלה אשרצוהו יי רעי ו כל העם יחדו ויאמרו כל אשר רנר ייי עושו
0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	שמעל  מלמד שהבה ארח יכא מהר שעיר ואין שעיר אלא בני ננזו  ואמ להם הקכה מקבלים אתבי את
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	למה אמרו לו מהי נתי שם  אמ להם לא תרצח  אמרולו לך מעמנו כי אין אנו יטלין לעזוב את הברכה
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	רך יצחק אתת עשואנינו  שאמ לם ועל חרתך תחיה  ואשם חזר ועלה על כני יש מעאל וחמ להם מקגלים
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ת התרה אמרולי מה נתי בה אמלהם לא תגנוב  אמרולי אין אנו ינולין ליוב את הננר שעשו אטתיו 
1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	וים שלא מלאכים את ל אמות בעולם ואמ להם מקבלים אדים התנחו אמיולו מה עלי בה לאיהיה לך
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	ולהוים אחרים על פני  אמרולו אין אנו יכלין להניח דת אנותייו שתבדו את האלילים ואין אנו רלין כתורה 
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	יריש רנחעך לענוך  שנא  אעוזלעמו יתן יי יכרך את עמו בשלום  ואין עוז אלא תייד  משש חזר
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	לוה על בי ישראל  ואמ לרם הקבה וקעלים אהם תורות אמרולוכלם נפריא חד ובלם ארד עד שלא
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	ושמע אד התורה אנו שנמרים ועושין לל המות שבתנדה  שנח ויאמרו על אשר דבר יא עענצק בשמע 
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	ויאמר א אל משה לך אל העם וקדשהם היום ומחר  וני מזהיתה קרושתן של ישראל במובר  ערלים לא
0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	ביו בבשו תן היה יורי להם מן השמים  מים היו שותין מן הבאד  עוני כטוד היו מקןפין עליהם  וכי
0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	שה היתה קדושדש שלישראל נמדנר  אלא על טומאת השמיש המטוה שלם ישמשו  וירר משה מן הרר
1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	י הנם ויקדשאת העם ויכנסו שמליהס  ויאמר אליהם היו נכונים לשלשת ימים אל תעשואל אשה 
1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	כב אי על מד סיני ויקרא יא למשה אלראש ההר ויעל משה  שתה שעה צקשהבה ליתן להם חת התרה
1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	לדנד עמהם  אמ הבה יאמשה אל המחנק ואחרנך אני משירע את תודתי לשראל שלא יהו אומ
1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	דבה היה יודבר ממך העט  אמ י לוי רשל למה הוכר רומו צמלך שנקש לבתית אפומיוטא
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	מדערו של אפדטס  אמ לוהמלך לאפרטס עשה דנר עוני יומ לירבב ענשתי  שוב
0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	אור לו עשה דבר פלול  אוא לי כמו שאמרת עשיתם  אמ לי לך קרח לפלוני סונקולוטו יקוב ויבא
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	ימך עד עהוא הולך נושה המלך מה שבקש  כך הבה בקש לשלן את הרוהם לישראלוהיה מה
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	ומדי לצוו  אמ הבה לטשה לך אל העם וקדשהם  אמ משה לנה נבר קדשתים  שנא אתה הלדות
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	בנו לאמד הגבר את ההדוקדשתם  אמ לי הבה לך רד ועלית אתה ואהרץ עפך  עד שמשה יורל
0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	לה הבה שנא וידד משה אל העבו י אמרחליהם  אא להם דכדי השםם שיהה כל אחד ואחד כמחיצרו
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ד מחיצות הושבר  ושה מחיצה בפי עבמו  נאהרן מחיצה בפני עשמו  והזקנים מחיצה בפני
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	עומם  וכל ישול מחיצה נרב ענחום  ומכל מקום כלם זנם למורגה גדולה ולתרפאי כלם מרמיהם 
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	שאמ הבה אי יודין שאותן הורתי לנעלי מומין  לפיש היו שם בעל מומין מעבודת פוך שהא
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	לועין בטינ ובלבנים והידה הזכין יפלותמן דכשן ושוברת ירו וקוטטת אל  מרעשר הבר רמי
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	רלו דילאכי הות ויררו וידתאי אותם לקיישמה שנאמ כלך יתה רעיתי ומים אין כך 
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	דנב אלמים אות כל הדכרים האלה לאמר  אנפ ייא אלהיך שעל מעתצן הוצאתוך ממברים
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	שתה על מלכודי עליך  אתה שחג מי לא יירא יי אלהים דבר מילא יעבא  אמ ר ירמיה מד
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	ים בשעה עהוא נותו אתורה שבוא תוים לעולם ארן רעשה נשנא ליפו עמן ברשעים שעניו
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	להתרה מייו על לעמי מפם זנבו כשהוא או איק כל צמה י עלם לפור נכהום אא 
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ורון אפי מי יתר אד לפוט  הוי כרי אריה שאג מילא יירא רשושל לטה הדברדורשה לם
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	בלנדן עלו שמעה מטרובו עלו ונתה מוקם והיתה מרת והר קל וחומרומה
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	יתה מדיואה מה יעשה השפחות והנסדים  בך נשעלה הבה ליובן מרה לישראל ישמנו ישרא
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	יותת  שבא נפטי יצרה בדברו  אם ישראל כן אומות העולם על אחת במה ונמה  י אלהי
0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	י לא יננא  אמ ר אבהי כשנתן הבא את התורה לישראל  צפור לא תרא  ולמ צוח  שורלאו 
2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	2	יפנים לא ערו  שרופים לא אמ רו קדוש  הים לא עו עזע  היות לא דברו  העולם שותה י מאר
2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	ינח הקול ראשון ואמ אנםי ימ אלהך  ואחר כך אמ לח יהה לך אלקים אחרים על פיע  יאמר שלא
1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	אלהים אחרים בלאי השם לבדו  שנא זובח לאלהים אחכים יארם בלתי ליא לבדו  והור מנימו
0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	שלא יארוין באחד מאם מעל מלאכי מעלה ומע בבא השמים ולא יקכלו הו עלי באלוה  ולא חמר
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	יי אדעה  לא השתאוה להם ולא תעבדם  צוה לט שלא ענשה פסל ועו תמונה להשתחוות לבוםולא
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	עבים בשום עבידה בעגלם  כי אנכי יי אלהיך אל קנא פוקד עון אבות על דוים  שיאמר כי
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	טי פוקד עון שעשה ראב על בניו ומנריהם בעין אביהם םלשונאי  כשיהיו הבנים שונאי דישם 
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	אם הולד כן צריק לא ישא הנן בעון האב  לאווכי ולשומר מצותי  זו הכטה לנו בענין המצות
1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	יאלו שהזפר כי הוא פנשה בהם חסד לאלתים  לאוהביו הם המוסרים נפשם עליו  ם המודים בשם
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	המיוחד וינפרו בכל אלהי נברולח יעבדו אורת עם סנות נפשם  הם נקראים אוהבו  כ מחבכה
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	שנתח ייפנו בה בופשורנן כמו שנא ואהבת אב ייי אלהך בע לבבך וככל נרשך   תמשור ופשך
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	וחייך באהנת השם ברוך הוא ושלא תחליפנו נאל אחר  ולכך נאמר נחנרהם זרע אם הם
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	אבי  לפי שנרש עצרא ונפשו שלא לעבוד עז באור תשדים ושאו יהנדיקים  קראו שומרי מצותוו 
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	מי שמצבא נדנאל שנת נפישו שלא לעבוד עז והשליכו אותנ לגוב אר יותאי והצרי מציל וכן
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	ינניה מישחיל ועזריב שהשלך אוהם נבובדנאצר הרשע לגי אדן נורא יקידתא לפי ש לא השתחוו
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ומו והצב שלח מלאטו ובצילם  לא חשא אהשר יש אלהיך לשואי זו המצוא אחרי אזהרת עם 
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ליכמו שראוי ליראו את השי הנככד והגדול ושלא לתת כבודו לאחר  כן ראוי לתכ נבוד לשמו 
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	יושא אותו לשוא מחללו  שנא לא השבעו בשמי לשקר ומללת את שם יש אלהך  והנה אמרו חזל
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	למספת ערים בעון נדדים ננו של אום מתם כשוט קטום שנא אלתרן את פיך לחטיא את בשיך
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	יכדבר אנרים ו ישרא שים מקגטשהנשעו במלך בשקר שייתכן את משו  וללא רתרקל ומומר בחלך
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	שרודם עונק סו כימלך מלכי המלכם הנה ע ארית במה וכמה  זכור אתיום השבתלקרשו  שש
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	עעד ועשיתכל מלאנתך  ויים השגעי שבת ליא אלהן  צה לוישניחד האמונה להוזוע כי הוז
0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ניא את היל והיא מצות שבתיאחא יכך למעשה צראנית  לא ונשה כל מלחנה אמה ובך ובתך ועבח
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	לאמתך וכהמתך השהד אדם ו ישלא יעשו הביים אקטנים ולאנה בשנת סרעתנן וברצוננו 
0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	מוגישה ביריודי א חד שהידה לו פדה אחית יהיתה חורשנ ומטה לעוי והדה הוי חודש נה כל ימי
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	שבוע ובשבא ליום השבינ רצה לחרוש בה ורבנה כמקומה תחת העול ותמאן לחריש
0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	הכה אדש מחוד לא יתה לקום ממקומה כין שראה נך העי מך אצל היויב יאר לי טול פרך
1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	מנרת לי כי מים יש נה שאיב ריוה לחיוש היום עזשמע היקודי כןי הבן שבשל שבת היא
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	עוישה פיבו היתה מנריגה לטורו בשנת  אמ לגוי בוא יבוי ואני אעמידנה הלכו שניהם אצל הפרד
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	יהוב ורתר באונה פדדם פרתי את יודעת כשהייות נרשודי היה נוחיה כשבת
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ודמו לי עונות ומנרתיך לעי ואתת ברשותו נבקשה ממך עמדי וחרמ מיד עמדה
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	וחרשה אמ לו הפי אעבפם טולפדתך ותלי ברמיר כי על פעום שתרבן אלן
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	אותך להעמידה ועוד דע שלא תפרוש ממני עד שתאמר לי הכשפים שרברת נאזניה
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	חינ הי רודי לרנות ואמלא ילף אני אאלו הפי שד מאמינך שאינך מרשף שאם הפתה
